structure,unit_cells,selectivity_(n_co2/n_n2)/(p_co2/p_n2),loading_mol_kg_co2_avg,loading_mol_kg_co2_err,loading_mol_kg_n2_avg,loading_mol_kg_n2_err,loading_mg_g_co2_avg,loading_mg_g_co2_err,loading_mg_g_n2_avg,loading_mg_g_n2_err,loading_g_L_co2_avg,loading_g_L_co2_err,loading_g_L_n2_avg,loading_g_L_n2_err,loading_num_molecules_co2_avg,loading_num_molecules_co2_err,loading_num_molecules_n2_avg,loading_num_molecules_n2_err
TIDLID_clean_pacmof,24,274.5960807065042,2.50577,0.02399,0.05171,0.00183,110.25086,1.05567,1.44864,0.05138,289.69185,2.77385,3.80641,0.13501,75.06147,0.71873,1.54907,0.05494
TILHAZ_clean_pacmof,2,20.65493641471295,0.76337,0.02115,0.20943,0.00248,33.58725,0.9306,5.86683,0.06958,67.42504,1.86815,11.77743,0.13968,9.92055,0.27487,2.72169,0.03228
TILDIC_clean_pacmof,32,412.5191073919107,1.73986,0.09529,0.0239,0.00306,76.55178,4.19283,0.6696,0.08573,309.73072,16.9643,2.70923,0.34689,78.85293,4.31886,1.08331,0.13871
TILPUA_clean_pacmof,8,2386.396837944664,5.32728,0.03404,0.01265,0.00306,234.39384,1.49778,0.35427,0.08579,881.96425,5.63578,1.33302,0.3228,261.59654,1.67161,0.621,0.15038
TIQGEG_clean_pacmof,18,566.0622222222222,1.72316,0.01777,0.01725,0.00127,75.81707,0.7819,0.48331,0.03547,329.34098,3.39651,2.09944,0.15409,62.10034,0.64044,0.62177,0.04564
TILBIB01_clean_pacmof,4,88.67600974297453,1.43483,0.06986,0.09169,0.00151,63.13062,3.0739,2.5686,0.04227,214.48986,10.44373,8.72695,0.14361,73.22994,3.56564,4.6797,0.07701
TINFIH_clean_pacmof,18,5200.655555555554,4.68059,0.08864,0.0051,0.00078,205.9404,3.89995,0.14294,0.02184,1014.70436,19.21571,0.70428,0.10759,226.51695,4.28961,0.24694,0.03772
TILHEC_clean_pacmof,18,432.5938279301745,2.44899,0.03159,0.03208,0.00161,107.75267,1.38978,0.89866,0.04522,289.59794,3.7352,2.41526,0.12153,72.32173,0.9328,0.94735,0.04767
TIQGIK_clean_pacmof,18,8046.666666666666,0.0284,0.01117,2e-05,1e-05,1.24976,0.49159,0.00066,0.00017,6.11469,2.40522,0.00322,0.00082,1.09513,0.43077,0.0009,0.00023
TILWAM_clean_pacmof,27,5.547832365199698,0.09944,0.00274,0.10157,0.00335,4.37505,0.12041,2.84522,0.09372,9.88288,0.272,6.42711,0.21172,1.72314,0.04743,1.76005,0.05798
TILVUF_clean_pacmof,27,5.140102564102564,0.08844,0.00064,0.0975,0.00113,3.89103,0.02799,2.73119,0.03164,8.62208,0.06202,6.05201,0.07011,1.5325,0.01102,1.68952,0.01957
TIQFIJ_clean_pacmof,27,312.4329987673886,2.08742,0.07145,0.03786,0.00314,91.84412,3.14354,1.0607,0.0881,423.99816,14.51213,4.89674,0.40671,60.65374,2.07599,1.10021,0.09138
TILWEQ_clean_pacmof,27,5.036923722967096,0.09878,0.00139,0.11113,0.00175,4.34612,0.06121,3.11317,0.049,9.3483,0.13166,6.69629,0.1054,3.42348,0.04822,3.85161,0.06063
TIMMEI_clean_pacmof,8,81.1814380697786,1.39336,0.01017,0.09726,0.00557,61.30637,0.44763,2.72468,0.15614,223.04082,1.62852,9.91274,0.56805,166.97012,1.21912,11.65526,0.6679
TILVOZ_clean_pacmof,27,4.164842300556585,0.07923,0.00086,0.1078,0.00188,3.48605,0.03771,3.01973,0.05278,7.36242,0.07963,6.37757,0.11147,2.74599,0.0297,3.73601,0.0653
TILHAY_clean_pacmof,12,742.6215799614644,2.26718,0.03662,0.0173,0.00015,99.75303,1.61109,0.48469,0.00424,294.09455,4.74986,1.42897,0.0125,50.45472,0.81488,0.38505,0.00337
TILBIB_clean_pacmof,4,94.75357340720221,1.50909,0.03622,0.09025,0.00233,66.39814,1.59358,2.52809,0.06539,226.58819,5.4382,8.62729,0.22315,77.02019,1.84851,4.60591,0.11913
TILBOH_clean_pacmof,8,181.01614861583292,2.63091,0.04513,0.08236,0.0012,115.75708,1.98561,2.30723,0.03357,405.15484,6.94972,8.0754,0.1175,261.07619,4.4783,8.17305,0.11892
TIPZOJ_clean_pacmof,18,40.62882045988875,0.41678,0.01091,0.05813,0.00108,18.33795,0.47987,1.62835,0.03028,92.95831,2.43253,8.25442,0.15348,35.72106,0.93475,4.98192,0.09263
TIQGEG01_clean_pacmof,18,674.5434929197572,1.76532,0.0249,0.01483,0.00168,77.67193,1.09549,0.41533,0.04719,339.60951,4.78987,1.81599,0.20634,63.61962,0.89729,0.53432,0.06071
TIPZUP_clean_pacmof,4,31.76881396748946,0.18624,0.00281,0.03322,0.00067,8.19431,0.12369,0.93065,0.01886,44.0037,0.66421,4.99761,0.10125,6.05858,0.09145,1.08073,0.0219
TISNEQ_clean_pacmof,12,147.18693009118542,0.17091,0.01386,0.00658,0.00048,7.51966,0.60967,0.18447,0.01358,20.24421,1.64134,0.49662,0.03657,4.74057,0.38435,0.18265,0.01345
TISWEZ_clean_pacmof,12,80.32457457457457,0.18881,0.00444,0.01332,0.00059,8.3076,0.19555,0.37304,0.01651,39.20351,0.92282,1.76035,0.07791,12.829,0.30199,0.90478,0.04004
TIRHIL_clean_pacmof,8,3.8603593183745857,0.0589,0.00116,0.08646,0.00344,2.59166,0.05119,2.42208,0.09633,3.92989,0.07762,3.67276,0.14606,0.79904,0.01578,1.17288,0.04665
TIQGUW_clean_pacmof,27,28.88698089373125,0.43045,0.02133,0.08444,0.00144,18.93921,0.93855,2.36554,0.04047,59.73595,2.96028,7.46111,0.12766,20.62392,1.02204,4.04588,0.06922
TIVFAG_clean_pacmof,18,11715.833333333332,0.12405,0.0249,6e-05,1e-05,5.45792,1.09563,0.00162,0.00037,26.33205,5.28591,0.00783,0.00177,4.78713,0.96097,0.00224,0.0005
TISJOW_clean_pacmof,6,49.112681520895684,0.52123,0.01463,0.06014,0.00266,22.93344,0.64362,1.68469,0.07443,64.34926,1.80596,4.7271,0.20884,13.52068,0.37946,1.56,0.06892
TIRLIQ_clean_pacmof,12,56.57220899285614,1.42542,0.01628,0.14278,0.00335,62.71697,0.71627,3.99978,0.09386,168.71046,1.9268,10.75953,0.2525,57.93304,0.66164,5.80298,0.13618
TIQHIL_clean_pacmof,27,29.533949520085315,0.43983,0.01846,0.08439,0.00296,19.35185,0.81229,2.36395,0.08278,62.30505,2.61525,7.61095,0.26652,21.19839,0.8898,4.06717,0.14242
TIRKEM_clean_pacmof,8,41.03803246099318,1.84577,0.05611,0.25487,0.00644,81.21178,2.46884,7.13992,0.18053,193.27409,5.87553,16.99213,0.42965,57.87433,1.75938,7.9916,0.20207
TISHAF_clean_pacmof,8,24.433612931046472,2.06648,0.09093,0.47926,0.00435,90.92263,4.00063,13.42578,0.12189,145.94082,6.42145,21.54985,0.19564,70.25075,3.09106,16.29267,0.14791
TIQHEH_clean_pacmof,27,26.12179802955665,0.37431,0.014,0.0812,0.00418,16.46915,0.61582,2.27476,0.11702,52.37845,1.95856,7.23464,0.37218,18.00449,0.67323,3.90588,0.20093
TIRQOB_clean_pacmof,8,62.6236597826869,3.07158,0.05893,0.27794,0.00616,135.1457,2.59287,7.78601,0.17253,322.07975,6.17934,18.55565,0.41117,210.39408,4.03657,19.03794,0.42186
TISGUY_clean_pacmof,6,154.3552155951459,1.40663,0.06393,0.05164,0.00098,61.88991,2.81291,1.4466,0.02752,155.16922,7.05247,3.62689,0.069,25.58916,1.16303,0.93942,0.01787
TISPAO_clean_pacmof,8,12.524322232895718,0.55219,0.01906,0.24984,0.00599,24.2958,0.83844,6.99878,0.16772,49.38229,1.70417,14.22534,0.34091,12.38801,0.42751,5.60489,0.13432
TIRRIW_clean_pacmof,12,33.28131781753559,2.29136,0.03616,0.39014,0.00716,100.81705,1.59119,10.92926,0.20047,215.9421,3.4082,23.4096,0.42939,38.62714,0.60965,6.57693,0.12064
TIVFEK_clean_pacmof,18,10658.999999999998,0.07524,0.03334,4e-05,2e-05,3.31031,1.46678,0.00115,0.00044,16.12079,7.14306,0.00562,0.00216,2.90346,1.28651,0.00159,0.00061
TISKOW_clean_pacmof,18,413.5837087087086,3.24055,0.10101,0.0444,0.00287,142.58048,4.44454,1.24379,0.08036,444.33931,13.851,3.87616,0.25042,159.39481,4.96867,2.18391,0.14109
TISLIR_clean_pacmof,24,345.7214347079037,0.94687,0.06649,0.01552,0.00142,41.66106,2.92561,0.43475,0.0398,171.76441,12.062,1.79241,0.16409,52.51123,3.68755,0.86066,0.07879
TIQGOQ_clean_pacmof,27,96.24103055466837,1.06352,0.03604,0.06262,0.0036,46.79357,1.58574,1.75415,0.1009,151.35101,5.12899,5.67368,0.32635,51.92801,1.75974,3.05742,0.17586
TIQHAD_clean_pacmof,27,29.877481177275836,0.43651,0.02104,0.08279,0.0032,19.20581,0.92575,2.3193,0.08961,61.30247,2.95486,7.40291,0.28603,20.97654,1.0111,3.97862,0.15373
TOHDAX_clean_pacmof,8,552.9380908813662,1.06652,0.0047,0.01093,0.00075,46.92544,0.2069,0.30614,0.02114,276.25723,1.21806,1.80229,0.12445,228.27397,1.0065,2.33906,0.16151
TIXMET_clean_pacmof,6,14.678348483189136,0.23652,0.01134,0.09131,0.00294,10.4064,0.49887,2.55782,0.08245,29.80077,1.42861,7.32483,0.2361,4.75002,0.22771,1.83375,0.05911
TOBKEC_clean_pacmof,20,73.98124605932638,2.96791,0.01984,0.22733,0.00887,130.58466,0.87294,6.36838,0.24837,297.7285,1.99027,14.51967,0.56628,102.9757,0.68838,7.8876,0.30763
TOFQEM_clean_pacmof,30,30.399929153382924,1.71638,0.02017,0.31994,0.0081,75.51881,0.88762,8.96272,0.22683,189.57094,2.22814,22.49865,0.56941,73.45098,0.86331,13.69166,0.34652
TIXMIX_clean_pacmof,12,57.06948525020899,1.40542,0.06712,0.13955,0.00328,61.83673,2.95309,3.90928,0.09179,191.74418,9.15697,12.12195,0.28464,33.94403,1.62104,3.37045,0.07914
TOBKAY_clean_pacmof,16,73.19098378858538,2.90805,0.02445,0.22515,0.00156,127.95062,1.07585,6.3071,0.04357,278.76178,2.34391,13.74108,0.09493,79.74174,0.67049,6.17372,0.04265
TIXVON_clean_pacmof,12,181.79118337133605,6.47198,0.0733,0.20174,0.01209,284.75951,3.22503,5.65133,0.33868,534.46856,6.05309,10.60705,0.63566,261.43313,2.96084,8.14905,0.48836
TOFTIT_clean_pacmof,2,10.828641567439831,0.55528,0.03539,0.29058,0.01084,24.43179,1.55692,8.1402,0.30364,29.24013,1.86333,9.74225,0.3634,8.91312,0.56799,4.66427,0.17398
TODVOZ_clean_pacmof,16,1262.8424242424242,0.61285,0.03171,0.00275,0.00025,26.96455,1.39537,0.07714,0.00692,96.77864,5.00813,0.27687,0.02482,16.71634,0.86504,0.07511,0.00673
TIXCIO_clean_pacmof,8,25.787861955275226,2.53971,0.04163,0.55808,0.00824,111.74424,1.83154,15.63383,0.23092,182.87724,2.99745,25.58585,0.37792,54.04643,0.88585,11.8763,0.17542
TOFLIL_clean_pacmof,8,66.26290500330614,2.65266,0.08566,0.22685,0.00501,116.71407,3.7691,6.35472,0.14034,274.96917,8.8797,14.97122,0.33064,72.10512,2.32852,6.16614,0.13618
TOBJUR_clean_pacmof,16,24.18600196927393,1.05478,0.03981,0.24713,0.00434,46.40892,1.75167,6.92308,0.1217,99.28184,3.74732,14.81042,0.26034,28.56626,1.07821,6.69306,0.11765
TIZFUF_clean_pacmof,12,850.5393307257713,1.15123,0.03148,0.00767,0.00043,50.65294,1.38521,0.21491,0.012,388.65837,10.62867,1.64901,0.09204,201.56543,5.51222,1.34321,0.07498
TIVFIO_clean_pacmof,18,8454.666666666664,0.02984,0.00866,2e-05,0.0,1.31283,0.38091,0.00056,9e-05,6.46129,1.87468,0.00273,0.00046,1.15148,0.33409,0.00077,0.00013
TIVYAZ01_clean_pacmof,4,63.9231847948917,2.76182,0.12699,0.24483,0.00482,121.51678,5.58743,6.85857,0.13504,189.21146,8.70009,10.67934,0.21027,52.94145,2.43429,4.69317,0.09241
TIYZIK_clean_pacmof,18,8.25739957716702,0.02757,0.00089,0.01892,0.00048,1.21308,0.03906,0.53007,0.01353,4.64843,0.14966,2.0312,0.05183,1.12962,0.03637,0.77527,0.01978
TOFLAD_clean_pacmof,8,127.6695660395197,2.38299,0.04823,0.10577,0.00375,104.84858,2.12224,2.96304,0.10498,273.6968,5.5399,7.73471,0.27404,80.27114,1.62477,3.56293,0.12623
TIVYAZ_clean_pacmof,4,63.89767830498358,3.14884,0.08146,0.27925,0.00532,138.54508,3.58427,7.82288,0.14905,246.38162,6.37409,13.91181,0.26506,67.62388,1.74948,5.99721,0.11426
TIYZEG_clean_pacmof,18,7.359886039886039,0.03799,0.0008,0.02925,0.00057,1.6713,0.03521,0.81928,0.01589,6.6415,0.13993,3.25573,0.06313,1.67753,0.03534,1.29159,0.02505
TOHZAS_clean_pacmof,27,85.98316484809584,3.78245,0.03491,0.24928,0.0062,166.42304,1.53607,6.98318,0.17371,403.34216,3.7228,16.9244,0.42099,104.34348,0.96308,6.87668,0.17106
TOKDON_clean_pacmof,18,116.60400829302003,5.06178,0.08601,0.24599,0.00593,222.71213,3.78421,6.89105,0.16622,531.16871,9.02534,16.43516,0.39643,116.8187,1.98492,5.67711,0.13694
TOHYUL_clean_pacmof,8,34.22125813449024,1.16928,0.0268,0.19362,0.00163,51.44699,1.17918,5.4239,0.0456,137.86169,3.15983,14.53433,0.12219,38.22945,0.87623,6.33029,0.05322
TOJLOT_clean_pacmof,8,9.916905508536487,0.51901,0.00943,0.29657,0.00592,22.83583,0.41493,8.30804,0.16587,35.98628,0.65387,13.09238,0.26139,11.95785,0.21727,6.83295,0.13642
TOHYOF_clean_pacmof,24,76.35416167903598,3.37692,0.08263,0.25062,0.00956,148.58033,3.63582,7.02066,0.26774,372.97994,9.12696,17.6239,0.67211,147.39063,3.60671,10.93856,0.41715
TOJXOH_clean_pacmof,9,17.464851784633996,0.16982,0.00331,0.0551,0.00091,7.47198,0.14558,1.5435,0.02562,31.9462,0.62242,6.59919,0.10956,6.01113,0.11712,1.9503,0.03238
TOHMIO_clean_pacmof,4,149.23518140799803,4.26084,0.04229,0.16179,0.00285,187.4719,1.86071,4.53243,0.07982,541.72966,5.37681,13.09719,0.23066,91.67687,0.90992,3.4812,0.06131
TOLYOJ_clean_pacmof,18,104.99411105776922,3.85946,0.09997,0.2083,0.00559,169.81181,4.39874,5.83512,0.15669,308.55386,7.99266,10.60261,0.28472,62.35556,1.61524,3.36535,0.09037
TOJVIZ_clean_pacmof,8,196.58779761904765,0.07771,0.00744,0.00224,0.00012,3.41913,0.32719,0.06272,0.00327,10.37601,0.99291,0.19032,0.00991,1.87104,0.17905,0.0539,0.00281
TOHSAL_clean_pacmof,4,9.380496601470384,0.67624,0.00889,0.40851,0.00785,29.75358,0.39113,11.44375,0.21982,34.28847,0.45075,13.18795,0.25332,20.46942,0.26909,12.36541,0.23752
TOLGOR_clean_pacmof,8,62.471957894736846,2.61831,0.03594,0.2375,0.00783,115.20256,1.58142,6.65308,0.21938,271.5009,3.72698,15.67949,0.51702,77.88056,1.06909,7.06421,0.23294
TOHPUC_clean_pacmof,12,464.752247393024,3.04112,0.14148,0.03708,0.00254,133.80569,6.22495,1.03886,0.07103,411.4574,19.14195,3.19452,0.21842,121.1066,5.63416,1.4768,0.10097
TOKKOV_clean_pacmof,12,157.1872571872572,2.38,0.0272,0.0858,0.00136,104.7173,1.19675,2.40346,0.03814,355.43394,4.06204,8.15787,0.12947,98.62822,1.12716,3.55544,0.05642
TONBOO_clean_pacmof,18,127.64426453374949,2.30931,0.02777,0.10252,0.00608,101.60686,1.22201,2.87206,0.1702,271.69215,3.26761,7.67975,0.45512,75.61118,0.90937,3.35683,0.19893
TOKLEM_clean_pacmof,12,26.122593220030236,0.84356,0.02264,0.18299,0.00294,37.11546,0.99626,5.12612,0.08248,115.69352,3.10547,15.97877,0.2571,23.93249,0.6424,5.19154,0.08353
TOKLIQ_clean_pacmof,6,23.2491150737995,0.81908,0.05158,0.19964,0.00644,36.0384,2.26963,5.59274,0.18029,111.47485,7.02047,17.2996,0.55767,28.66287,1.80513,6.98639,0.22521
TOHQEO_clean_pacmof,8,35.3168282909535,2.78924,0.0556,0.44754,0.01207,122.72306,2.44615,12.53727,0.33798,241.60576,4.81576,24.68221,0.66539,83.42647,1.66288,13.38611,0.36087
TOHJIL_clean_pacmof,27,6484.213513513512,4.23381,0.03113,0.0037,0.00065,186.28261,1.36973,0.10364,0.01817,925.75926,6.8071,0.51504,0.09029,221.32635,1.62741,0.1934,0.03391
TOHYUM_clean_pacmof,12,55.48351915380218,2.28331,0.04216,0.2332,0.0064,100.46277,1.8552,6.53282,0.17941,247.89849,4.57782,16.12016,0.4427,84.38084,1.55822,8.61813,0.23667
TOPKIT_clean_pacmof,12,907.3695320336691,12.23828,0.07736,0.07643,0.00592,538.46957,3.40383,2.14109,0.16592,1031.32406,6.51931,4.1008,0.31778,277.39497,1.7535,1.73239,0.13425
TORJUH_clean_pacmof,12,36.61952089704383,1.43695,0.02372,0.22236,0.0059,63.22414,1.04351,6.22903,0.16529,141.85619,2.34133,13.9761,0.37087,41.27074,0.68117,6.38637,0.16947
TORJAN_clean_pacmof,12,175.15660940281987,4.28227,0.18233,0.13854,0.0051,188.41471,8.02221,3.88098,0.1429,424.02577,18.05393,8.73411,0.3216,124.42205,5.29757,4.02529,0.14821
TONLOY_clean_pacmof,12,62.770097795458305,1.1138,0.01453,0.10055,0.00365,49.00579,0.63925,2.81666,0.10225,147.96123,1.93006,8.50422,0.30871,31.16824,0.40657,2.81367,0.10214
TONMEQ_clean_pacmof,18,422.3979969518832,2.28244,0.07873,0.03062,0.00229,100.42481,3.46398,0.85767,0.06413,344.55922,11.88496,2.94268,0.22003,80.61757,2.78076,1.08139,0.08086
TORJOB_clean_pacmof,12,33.73089547339838,1.32991,0.04376,0.22342,0.00504,58.51445,1.92542,6.25863,0.14108,129.72738,4.26868,13.87548,0.31277,38.1964,1.25685,6.41671,0.14464
TONTUN_clean_pacmof,9,14.063359480921942,1.02507,0.02536,0.41304,0.00904,45.1019,1.11586,11.5706,0.25334,73.82695,1.82654,18.93982,0.41469,40.4062,0.99968,16.28106,0.35648
TONLOZ_clean_pacmof,18,291.310170916223,5.50422,0.12808,0.10707,0.00561,242.17897,5.63539,2.99948,0.15729,598.43611,13.92533,7.41186,0.38867,196.05301,4.56206,3.81379,0.19999
TONTIB_clean_pacmof,9,12.327587900216068,0.88602,0.03465,0.40728,0.00373,38.9839,1.52471,11.4093,0.10448,61.24486,2.39537,17.92435,0.16415,34.65264,1.35531,15.92883,0.14587
TOQCIL_clean_pacmof,30,493.1501562712325,2.13476,0.05741,0.02453,0.00112,93.92682,2.52583,0.68716,0.03131,456.75317,12.28274,3.34156,0.15227,69.99489,1.88226,0.80428,0.03665
TONVAV_clean_pacmof,9,13.648460993081192,0.98517,0.03005,0.40903,0.00396,43.34644,1.32202,11.45848,0.11091,70.31494,2.14453,18.5875,0.17991,39.54606,1.20611,16.41914,0.15892
TORJIV_clean_pacmof,12,186.06323396567296,4.36176,0.07799,0.13284,0.00319,191.91228,3.43164,3.72122,0.08933,441.04977,7.88655,8.55206,0.2053,126.73172,2.26613,3.8596,0.09265
TORJER_clean_pacmof,12,210.6340377615419,4.73146,0.07117,0.12729,0.00226,208.17865,3.13144,3.5659,0.06333,484.95615,7.29475,8.30684,0.14754,137.47343,2.06789,3.6985,0.06569
TONWUO01_clean_pacmof,8,14.250603153228974,0.59762,0.00891,0.23764,0.00487,26.29441,0.39199,6.6572,0.13638,63.60064,0.94814,16.10236,0.32987,20.56467,0.30657,8.17755,0.16752
TONTOH_clean_pacmof,9,13.118414150355726,0.94147,0.02203,0.40668,0.00397,41.42365,0.96947,11.39253,0.11125,67.01619,1.56844,18.43111,0.17999,37.13531,0.86911,16.04104,0.15665
TONQOD_clean_pacmof,12,15.064638674049018,1.23398,0.05761,0.46417,0.00837,54.29349,2.53461,13.00298,0.23459,79.47188,3.71002,19.03306,0.34338,20.29516,0.94745,7.63416,0.13773
TONMAM_clean_pacmof,18,350.92480269575236,2.32787,0.05558,0.03759,0.00128,102.42368,2.44532,1.05313,0.03576,349.47911,8.34365,3.59337,0.12201,82.13772,1.961,1.32647,0.04504
TONWUO_clean_pacmof,12,60.751487444510694,2.69683,0.06621,0.25155,0.01521,118.65748,2.91296,7.04679,0.42599,308.52138,7.574,18.32237,1.10762,149.6404,3.67358,13.95787,0.84378
TONKIR_clean_pacmof,8,995.7941689509095,7.05198,0.12381,0.04013,0.00449,310.2785,5.4474,1.12426,0.12571,855.74542,15.02389,3.1007,0.34671,208.28176,3.6567,1.18533,0.13254
TORKAO_clean_pacmof,12,43.17567630057803,1.64766,0.0591,0.21625,0.00395,72.49513,2.60027,6.05793,0.11073,166.65114,5.97748,13.92591,0.25454,47.32255,1.69737,6.21094,0.11352
TOVJIZ_clean_pacmof,4,6.557295672236593,0.33102,0.01039,0.28606,0.00618,14.56456,0.45727,8.01362,0.17306,13.14187,0.41261,7.23083,0.15616,5.75371,0.18065,4.97225,0.10738
TOVHAP_clean_pacmof,1,1054.7143968871594,7.17516,0.13175,0.03855,0.0048,315.69838,5.79685,1.07987,0.13453,982.87539,18.04753,3.36201,0.41885,197.083,3.61883,1.05882,0.13191
TOVJEV_clean_pacmof,2,5.188560579091017,0.2572,0.00948,0.2809,0.00554,11.31655,0.41702,7.86907,0.15511,9.04378,0.33326,6.28868,0.12396,2.23124,0.08222,2.43686,0.04803
TOVHUJ_clean_pacmof,12,8.265780843222775,0.43143,0.00884,0.29577,0.00266,18.98225,0.38899,8.28545,0.0744,28.36383,0.58123,12.38036,0.11118,8.34535,0.17101,5.7212,0.05138
TOVGUI_clean_pacmof,1,54.178261799604904,2.53277,0.03961,0.26491,0.00417,111.43896,1.74296,7.421,0.11685,264.47106,4.13646,17.61179,0.27731,51.67475,0.80822,5.40477,0.0851
TOTVUV_clean_pacmof,36,207.403981264637,0.31257,0.0102,0.00854,0.0005,13.75279,0.44878,0.23936,0.01405,72.66859,2.37132,1.26474,0.07425,21.56206,0.70361,0.58941,0.0346
TORKES_clean_pacmof,12,177.74779319041613,4.22862,0.15149,0.13481,0.00813,186.05399,6.66519,3.77638,0.22787,425.52586,15.24403,8.637,0.52117,122.86312,4.40145,3.91681,0.23635
TOVHIX_clean_pacmof,4,157.50530465949817,3.87741,0.03445,0.1395,0.00487,170.60125,1.51557,3.908,0.13645,424.02293,3.7669,9.71319,0.33914,222.45421,1.97622,8.00363,0.27945
TOTVEF_clean_pacmof,4,20.11336051361357,0.25247,0.00535,0.07113,0.0012,11.10844,0.23542,1.9926,0.0335,45.63477,0.96714,8.18583,0.13761,6.6342,0.1406,1.86909,0.03142
TOVHET_clean_pacmof,1,14.626956098155027,0.84783,0.01668,0.32846,0.00261,37.30332,0.7339,9.20131,0.07308,72.19781,1.42041,17.80846,0.14144,14.94547,0.29403,5.79009,0.04599
TOVKEW_clean_pacmof,2,10.877113771645021,0.75674,0.02596,0.39424,0.01377,33.2955,1.14206,11.04411,0.38585,37.73256,1.29425,12.51588,0.43727,12.21425,0.41896,6.36335,0.22232
TORXIJ_clean_pacmof,27,19.75543701272056,0.4248,0.01424,0.12185,0.00476,18.69069,0.62659,3.41332,0.13332,75.21266,2.52143,13.73544,0.53649,12.33514,0.41352,3.5381,0.13819
TOVJAR_clean_pacmof,2,10.540321185752871,0.466,0.02082,0.25053,0.00544,20.50347,0.91619,7.01828,0.15239,21.17169,0.94605,7.24701,0.15735,9.47773,0.42351,5.09543,0.11064
TOVJUL_clean_pacmof,8,22.2367675987719,1.42297,0.05608,0.36262,0.00577,62.60902,2.46724,10.15823,0.16171,107.99906,4.25592,17.52271,0.27895,76.87686,3.02949,19.59074,0.31187
TORXEE_clean_pacmof,8,675.988651066504,10.75657,0.07408,0.09017,0.015,473.27614,3.25937,2.52605,0.42021,1278.11199,8.80214,6.82176,1.1348,301.0435,2.07324,2.52366,0.41981
TOTWAC_clean_pacmof,16,65.76706263039128,0.90863,0.04369,0.07829,0.00136,39.97842,1.92242,2.19323,0.03822,116.9609,5.62423,6.4165,0.11182,31.46803,1.51319,2.71145,0.04725
TORXAB_clean_pacmof,27,17.953332053005568,0.16497,0.00424,0.05207,0.00104,7.25858,0.18647,1.45865,0.02923,27.43259,0.70473,5.51272,0.11048,8.36644,0.21493,2.64067,0.05292
TORPUN_clean_pacmof,8,62.700905575905566,2.17491,0.05049,0.19656,0.0043,95.69327,2.22142,5.5062,0.12058,222.52533,5.16569,12.80413,0.28039,47.21224,1.09598,4.26677,0.09343
TOVKAS_clean_pacmof,3,34.90421625230745,2.09105,0.0347,0.33948,0.00729,92.00353,1.52691,9.51007,0.20428,164.34259,2.72746,16.98749,0.3649,50.21703,0.83341,8.15275,0.17512
TOVJOF_clean_pacmof,4,6.879138458930595,0.38195,0.01018,0.31463,0.00787,16.8055,0.44785,8.81378,0.22033,15.81522,0.42146,8.29442,0.20735,7.14717,0.19046,5.88733,0.14718
TOXNEB_clean_pacmof,12,154.72412244946185,7.70335,0.20164,0.28213,0.01666,338.93798,8.87183,7.90332,0.46674,724.55763,18.96556,16.89516,0.99776,153.15263,4.00883,5.60903,0.33125
TOZFOF_clean_pacmof,2,11.159402913494393,0.3285,0.01937,0.16681,0.00462,14.4538,0.85245,4.67299,0.12948,24.37941,1.43783,7.882,0.21839,9.26896,0.54666,4.70672,0.13041
TOWMOJ_clean_pacmof,18,35.99318113804454,1.98098,0.05181,0.31188,0.00332,87.16053,2.27947,8.73694,0.09304,204.72756,5.35415,20.52182,0.21853,78.78622,2.06046,12.40405,0.13209
TOXHEV_clean_pacmof,16,64.54613025997112,3.18239,0.06418,0.27939,0.00491,140.02138,2.82391,7.82662,0.13749,291.83122,5.88556,16.31216,0.28655,136.71923,2.75731,12.00282,0.21085
TOWNAW_clean_pacmof,4,50.39824952362497,1.83586,0.02599,0.20642,0.00569,80.77563,1.14336,5.78259,0.15932,182.01785,2.57642,13.03036,0.359,43.54151,0.61632,4.89576,0.13488
TOWNEA_clean_pacmof,4,8.252827653141214,0.39015,0.00895,0.26789,0.00374,17.16605,0.39358,7.50465,0.10479,24.67925,0.56584,10.78927,0.15066,11.2884,0.25882,7.75115,0.10824
TOWXEK_clean_pacmof,16,32.63236014608943,1.72391,0.0099,0.29936,0.00891,75.85001,0.43542,8.38621,0.24968,151.26835,0.86836,16.72469,0.49795,72.55932,0.41653,12.60019,0.37515
TOWNUQ_clean_pacmof,6,26.01670034665747,1.86301,0.04017,0.40578,0.00743,81.9701,1.76756,11.36719,0.20815,143.82307,3.10132,19.94464,0.36522,54.39827,1.17301,11.84831,0.21696
TOXHAR_clean_pacmof,16,43.09889298892989,1.75197,0.0957,0.23035,0.00486,77.08479,4.2106,6.45277,0.13619,177.18112,9.67815,14.83184,0.31304,35.48576,1.93834,4.66558,0.09847
TOWLIC_clean_pacmof,12,105.2962547604028,2.65105,0.06201,0.14267,0.00319,116.64293,2.72816,3.99655,0.08934,268.86208,6.28842,9.21206,0.20593,54.37164,1.2717,2.92599,0.06541
TOXMUQ_clean_pacmof,12,158.44754505387456,7.84567,0.16181,0.28059,0.01885,345.20003,7.11942,7.86043,0.52812,733.11047,15.11971,16.6934,1.12159,155.9822,3.21699,5.57859,0.37481
TOVKOG_clean_pacmof,8,5.842618458936733,0.3211,0.01044,0.31143,0.00208,14.12821,0.45942,8.72429,0.05827,9.36983,0.30469,5.78595,0.03865,7.9555,0.2587,7.71586,0.05154
